/home/myuser1/.local/lib/python3.8/site-packages/torchvision/transforms/functional.py:1603: UserWarning: The default value of the antialias parameter of all the resizing transforms (Resize(), RandomResizedCrop(), etc.) will change from None to True in v0.17, in order to be consistent across the PIL and Tensor backends. To suppress this warning, directly pass antialias=True (recommended, future default), antialias=None (current default, which means False for Tensors and True for PIL), or antialias=False (only works on Tensors - PIL will still use antialiasing). This also applies if you are using the inference transforms from the models weights: update the call to weights.transforms(antialias=True).
  warnings.warn(
/home/myuser1/.local/lib/python3.8/site-packages/torchvision/transforms/functional.py:1603: UserWarning: The default value of the antialias parameter of all the resizing transforms (Resize(), RandomResizedCrop(), etc.) will change from None to True in v0.17, in order to be consistent across the PIL and Tensor backends. To suppress this warning, directly pass antialias=True (recommended, future default), antialias=None (current default, which means False for Tensors and True for PIL), or antialias=False (only works on Tensors - PIL will still use antialiasing). This also applies if you are using the inference transforms from the models weights: update the call to weights.transforms(antialias=True).
  warnings.warn(
/home/myuser1/.local/lib/python3.8/site-packages/torchvision/transforms/functional.py:1603: UserWarning: The default value of the antialias parameter of all the resizing transforms (Resize(), RandomResizedCrop(), etc.) will change from None to True in v0.17, in order to be consistent across the PIL and Tensor backends. To suppress this warning, directly pass antialias=True (recommended, future default), antialias=None (current default, which means False for Tensors and True for PIL), or antialias=False (only works on Tensors - PIL will still use antialiasing). This also applies if you are using the inference transforms from the models weights: update the call to weights.transforms(antialias=True).
  warnings.warn(
/home/myuser1/.local/lib/python3.8/site-packages/torchvision/transforms/functional.py:1603: UserWarning: The default value of the antialias parameter of all the resizing transforms (Resize(), RandomResizedCrop(), etc.) will change from None to True in v0.17, in order to be consistent across the PIL and Tensor backends. To suppress this warning, directly pass antialias=True (recommended, future default), antialias=None (current default, which means False for Tensors and True for PIL), or antialias=False (only works on Tensors - PIL will still use antialiasing). This also applies if you are using the inference transforms from the models weights: update the call to weights.transforms(antialias=True).
  warnings.warn(
Epoch [1][5/1780], lr: 0.00000e+00, loss: 7.7103
Epoch [1][205/1780], lr: 0.00000e+00, loss: 11.271
Epoch [1][210/1780], lr: 0.00000e+00, loss: 6.2056
Epoch [1][215/1780], lr: 0.00000e+00, loss: 8.5509
Epoch [1][220/1780], lr: 0.00000e+00, loss: 6.2573
Epoch [1][225/1780], lr: 0.00000e+00, loss: 7.3442
Epoch [1][230/1780], lr: 0.00000e+00, loss: 7.7524
Epoch [1][235/1780], lr: 0.00000e+00, loss: 7.1589
Epoch [1][240/1780], lr: 0.00000e+00, loss: 7.8924
Epoch [1][245/1780], lr: 0.00000e+00, loss: 6.5431
Epoch [1][250/1780], lr: 0.00000e+00, loss: 9.5761
Epoch [1][255/1780], lr: 0.00000e+00, loss: 5.1274
Epoch [1][260/1780], lr: 0.00000e+00, loss: 8.8649
Epoch [1][265/1780], lr: 0.00000e+00, loss: 6.3016
Epoch [1][270/1780], lr: 0.00000e+00, loss: 13.042
Epoch [1][275/1780], lr: 0.00000e+00, loss: 8.4335
Epoch [1][280/1780], lr: 0.00000e+00, loss: 9.5627
Epoch [1][285/1780], lr: 0.00000e+00, loss: 10.333
Epoch [1][290/1780], lr: 0.00000e+00, loss: 9.1276
Epoch [1][295/1780], lr: 0.00000e+00, loss: 6.143
Epoch [1][300/1780], lr: 0.00000e+00, loss: 10.078
Epoch [1][305/1780], lr: 0.00000e+00, loss: 8.0351
Epoch [1][310/1780], lr: 0.00000e+00, loss: 13.869
Epoch [1][315/1780], lr: 0.00000e+00, loss: 10.662
Epoch [1][320/1780], lr: 0.00000e+00, loss: 7.9868
Epoch [1][325/1780], lr: 0.00000e+00, loss: 8.8156
Epoch [1][330/1780], lr: 0.00000e+00, loss: 7.781
Epoch [1][335/1780], lr: 0.00000e+00, loss: 7.0717
Epoch [1][340/1780], lr: 0.00000e+00, loss: 9.1337
Epoch [1][345/1780], lr: 0.00000e+00, loss: 4.4681
Epoch [1][350/1780], lr: 0.00000e+00, loss: 11.153
Epoch [1][355/1780], lr: 0.00000e+00, loss: 8.2458
Epoch [1][360/1780], lr: 0.00000e+00, loss: 10.482
Epoch [1][365/1780], lr: 0.00000e+00, loss: 5.5502
Epoch [1][370/1780], lr: 0.00000e+00, loss: 6.0036
Epoch [1][375/1780], lr: 0.00000e+00, loss: 9.908
Epoch [1][380/1780], lr: 0.00000e+00, loss: 6.9922
