video_id,split,gloss,signer_id,frames,source,url,wlasl100,wlasl300,wlasl1000,wlasl2000
69054,train,computer,113.0,460,lillybauer,https://www.youtube.com/watch?v=YEFd7zsUNXU,True,True,True,True
12328,train,computer,11.0,226,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,True,True,True,True
12329,train,computer,5.0,307,aslu,https://www.youtube.com/watch?v=97IwdVSOQho,True,True,True,True
12330,train,computer,5.0,265,aslu,https://www.youtube.com/watch?v=cujhpwWi1yY,True,True,True,True
12312,val,computer,38.0,259,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,True,True,True,True
12331,train,computer,5.0,202,aslu,https://www.youtube.com/watch?v=fY11M3Dxxx0,True,True,True,True
12332,test,computer,65.0,232,nabboud,https://www.youtube.com/watch?v=lVo6MByRMHY,True,True,True,True
12333,val,computer,5.0,259,aslu,https://www.youtube.com/watch?v=-_RSZM-lLXE,True,True,True,True
12335,val,computer,5.0,193,aslu,https://www.youtube.com/watch?v=vK4GwJaDcWU,True,True,True,True
12336,test,computer,65.0,235,nabboud,https://www.youtube.com/watch?v=-wmqgdmwySo,True,True,True,True
12311,train,computer,56.0,187,spreadthesign,https://media.spreadthesign.com/video/mp4/13/51378.mp4,True,True,True,True
12337,train,computer,72.0,229,aslpro,http://www.aslpro.com/main/c/computer.swf,True,True,True,True
12338,train,computer,41.0,274,aslsearch,http://www.aslsearch.com/signs/videos/computer.mp4,True,True,True,True
12313,train,computer,38.0,208,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,True,True,True,True
12314,train,computer,4.0,115,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,True,True,True,True
12315,val,computer,4.0,148,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,True,True,True,True
12316,train,computer,4.0,115,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,True,True,True,True
12317,train,computer,4.0,139,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,True,True,True,True
12318,train,computer,4.0,118,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4,True,True,True,True
12319,train,computer,45.0,106,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4,True,True,True,True
12320,test,computer,59.0,262,asldeafined,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4,True,True,True,True
67519,test,computer,109.0,109,asllex,https://youtu.be/u1xoXux2NaE,True,True,True,True
12321,train,computer,20.0,166,handspeak,https://www.handspeak.com/word/c/computer-arm2.mp4,True,True,True,True
12322,train,computer,20.0,160,handspeak,https://www.handspeak.com/word/c/computer-arm.mp4,True,True,True,True
12323,train,computer,20.0,166,handspeak,https://www.handspeak.com/word/c/computer-head.mp4,True,True,True,True
12324,train,computer,14.0,187,handspeak,https://www.handspeak.com/word/c/computer-old2.mp4,True,True,True,True
12326,val,computer,11.0,190,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6011.mp4,True,True,True,True
12327,train,computer,11.0,121,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6012.mp4,True,True,True,True
05724,train,before,9.0,124,asl5200,https://www.youtube.com/watch?v=pDqITge_TGs,True,True,True,True
70348,train,before,121.0,289,northtexas,https://www.youtube.com/watch?v=bq-HmgjGzmw,True,True,True,True
68007,train,before,109.0,262,valencia-asl,https://www.youtube.com/watch?v=IYH-gBXXl8I,True,True,True,True
05744,train,before,5.0,175,aslu,https://www.youtube.com/watch?v=MvtVsr3P098,True,True,True,True
05746,val,before,5.0,127,aslu,https://www.youtube.com/watch?v=PeO4kaKvoVM,True,True,True,True
05728,train,before,32.0,82,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4,True,True,True,True
05747,train,before,5.0,196,aslu,https://www.youtube.com/watch?v=TQMe2WDz9QE,True,True,True,True
05748,train,before,24.0,217,aslpro,http://www.aslpro.com/main/b/before.swf,True,True,True,True
05749,train,before,12.0,232,aslsearch,http://www.aslsearch.com/signs/videos/before3.mp4,True,True,True,True
05750,val,before,12.0,256,aslsearch,http://www.aslsearch.com/signs/videos/before.mp4,True,True,True,True
05729,train,before,46.0,136,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4,True,True,True,True
05730,train,before,32.0,97,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4,True,True,True,True
65167,train,before,88.0,181,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4,True,True,True,True
05731,train,before,4.0,142,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4,True,True,True,True
05732,train,before,13.0,220,asldeafined,https://media.asldeafined.com/vocabulary/1466681314.2550.mp4,True,True,True,True
05733,train,before,13.0,277,asldeafined,https://media.asldeafined.com/vocabulary/1466681379.1244.mp4,True,True,True,True
05734,train,before,13.0,208,asldeafined,https://media.asldeafined.com/vocabulary/1468755772.9751.mp4,True,True,True,True
05735,test,before,20.0,166,handspeak,https://www.handspeak.com/word/b/before-long.mp4,True,True,True,True
05736,val,before,14.0,37,handspeak,https://www.handspeak.com/word/b/before.mp4,True,True,True,True
05727,test,before,38.0,223,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4,True,True,True,True
05737,val,before,20.0,166,handspeak,https://www.handspeak.com/word/b/before-past.mp4,True,True,True,True
05739,test,before,10.0,133,signingsavvy,https://www.signingsavvy.com/signs/mp4/22/22829.mp4,True,True,True,True
05740,train,before,10.0,127,signingsavvy,https://www.signingsavvy.com/signs/mp4/22/22831.mp4,True,True,True,True
05741,test,before,11.0,85,signingsavvy,https://www.signingsavvy.com/signs/mp4/5/5971.mp4,True,True,True,True
05742,train,before,11.0,76,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6164.mp4,True,True,True,True
05743,train,before,11.0,124,signingsavvy,https://www.signingsavvy.com/signs/mp4/9/9194.mp4,True,True,True,True
09847,test,chair,9.0,157,asl5200,https://www.youtube.com/watch?v=PPmQd2zWdP0,True,True,True,True
70230,train,chair,121.0,394,northtexas,https://www.youtube.com/watch?v=4Nh1iFv2BMc,True,True,True,True
68580,train,chair,115.0,154,lillybauer,https://www.youtube.com/watch?v=j2hvnGiBrRI,True,True,True,True
70263,train,chair,121.0,355,northtexas,https://www.youtube.com/watch?v=WGfiiDgrq1I,True,True,True,True
68019,train,chair,110.0,142,valencia-asl,https://www.youtube.com/watch?v=zICB0wesqvY,True,True,True,True
09865,train,chair,72.0,340,aslpro,http://www.aslpro.com//main/c/chair_stacking.swf,True,True,True,True
09866,train,chair,72.0,241,aslpro,http://www.aslpro.com/main/c/chair.swf,True,True,True,True
09848,train,chair,0.0,289,spreadthesign,https://media.spreadthesign.com/video/mp4/13/74909.mp4,True,True,True,True
09867,test,chair,72.0,283,aslpro,http://www.aslpro.com//main/c/chair_wood.swf,True,True,True,True
09869,train,chair,12.0,238,aslsearch,http://www.aslsearch.com/signs/videos/chair.mp4,True,True,True,True
09849,train,chair,38.0,208,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chair.mp4,True,True,True,True
09850,train,chair,31.0,97,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chair-mVdtJjs-_20.mp4,True,True,True,True
09851,val,chair,59.0,235,asldeafined,https://media.asldeafined.com/vocabulary/1466729509.9229.mp4,True,True,True,True
65328,train,chair,90.0,184,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAIR-378.mp4,True,True,True,True
09853,train,chair,14.0,61,handspeak,https://www.handspeak.com/word/c/chair.mp4,True,True,True,True
09854,val,chair,11.0,82,signingsavvy,https://www.signingsavvy.com/signs/mp4/7/7821.mp4,True,True,True,True
09855,test,chair,5.0,238,aslu,https://www.youtube.com/watch?v=8vc2vD9N4tk,True,True,True,True
09856,train,chair,65.0,184,nabboud,https://www.youtube.com/watch?v=dXz1i9gTR4w,True,True,True,True
67483,val,chair,109.0,82,asllex,https://youtu.be/K47c4lIJQvI,True,True,True,True
09857,train,chair,72.0,307,aslpro,http://www.aslpro.com//main/c/chair_director.swf,True,True,True,True
09858,train,chair,72.0,289,aslpro,http://www.aslpro.com//main/c/chair_folding.swf,True,True,True,True
09859,train,chair,72.0,295,aslpro,http://www.aslpro.com//main/c/chair_lawn_folding.swf,True,True,True,True
09860,train,chair,72.0,355,aslpro,http://www.aslpro.com//main/c/chair_lawn.swf,True,True,True,True
09861,train,chair,72.0,301,aslpro,http://www.aslpro.com//main/c/chair_loveseat.swf,True,True,True,True
09862,val,chair,72.0,310,aslpro,http://www.aslpro.com//main/c/chair_recliner.swf,True,True,True,True
09863,train,chair,72.0,232,aslpro,http://www.aslpro.com//main/c/chair_rocking_1.swf,True,True,True,True
24857,test,go,9.0,106,asl5200,https://www.youtube.com/watch?v=YdHKN_wHZqo,True,True,True,True
69345,val,go,118.0,175,aslbrick,http://aslbricks.org/New/ASL-Videos/go.mp4,True,True,True,True
68292,train,go,113.0,361,lillybauer,https://www.youtube.com/watch?v=7IkKMzvSsFM,True,True,True,True
24955,train,go,10.0,157,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23400.mp4,True,True,True,True
24956,train,go,10.0,118,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23401.mp4,True,True,True,True
24941,train,go,36.0,172,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/go.mp4,True,True,True,True
24960,test,go,10.0,118,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23517.mp4,True,True,True,True
24961,train,go,10.0,118,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23517.mp4,True,True,True,True
24962,train,go,10.0,112,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23519.mp4,True,True,True,True
24965,train,go,65.0,217,nabboud,https://www.youtube.com/watch?v=jknOnIhAbNo,True,True,True,True
24969,train,go,5.0,232,aslu,https://www.youtube.com/watch?v=ZEyH-t5ALCs,True,True,True,True
24970,train,go,5.0,232,aslu,https://www.youtube.com/watch?v=ZEyH-t5ALCs,True,True,True,True
24971,train,go,65.0,217,nabboud,https://www.youtube.com/watch?v=ZyL9f_qoGug,True,True,True,True
24972,train,go,25.0,151,aslpro,http://www.aslpro.com/main/g/go.swf,True,True,True,True
65824,train,go,94.0,130,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GO/GO-469.mp4,True,True,True,True
24973,train,go,41.0,277,aslsearch,http://www.aslsearch.com/signs/videos/go.mp4,True,True,True,True
24943,train,go,52.0,160,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20go-c3j44FTrL9c.mp4,True,True,True,True
24946,val,go,31.0,103,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20To%20Go-BeOwDK5YI0U.mp4,True,True,True,True
24947,train,go,21.0,163,asldeafined,https://media.asldeafined.com/vocabulary/1468549286.5649.mp4,True,True,True,True
24948,val,go,14.0,55,handspeak,https://www.handspeak.com/word/g/go.mp4,True,True,True,True
24940,train,go,0.0,265,spreadthesign,https://media.spreadthesign.com/video/mp4/13/58507.mp4,True,True,True,True
67715,test,go,109.0,160,asllex,https://youtu.be/QfVrSA3yrSc,True,True,True,True
24950,train,go,14.0,166,handspeak,https://www.handspeak.com/word/g/go-to2.mp4,True,True,True,True
24951,train,go,20.0,166,handspeak,https://www.handspeak.com/word/g/go-to.mp4,True,True,True,True
24952,val,go,10.0,88,signingsavvy,https://www.signingsavvy.com/signs/mp4/22/22235.mp4,True,True,True,True
24954,train,go,10.0,157,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23400.mp4,True,True,True,True
11305,test,clothes,9.0,157,asl5200,https://www.youtube.com/watch?v=PPmQd2zWdP0,True,True,True,True
68870,train,clothes,115.0,154,lillybauer,https://www.youtube.com/watch?v=RVnoNW53qFU,True,True,True,True
68024,train,clothes,110.0,187,valencia-asl,https://www.youtube.com/watch?v=Xmrvvk8l3_w,True,True,True,True
11327,train,clothes,72.0,214,aslpro,http://www.aslpro.com//main/c/clothes.swf,True,True,True,True
11328,train,clothes,72.0,235,aslpro,http://www.aslpro.com//main/c/clothes_winter.swf,True,True,True,True
11310,train,clothes,38.0,229,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/clothes.mp4,True,True,True,True
11329,train,clothes,72.0,265,aslpro,http://www.aslpro.com//main/c/clothes_womens.swf,True,True,True,True
11330,train,clothes,12.0,214,aslsearch,http://www.aslsearch.com/signs/videos/clothes.mp4,True,True,True,True
11311,test,clothes,59.0,238,asldeafined,https://media.asldeafined.com/vocabulary/1466899298.7370.mp4,True,True,True,True
11312,train,clothes,20.0,166,handspeak,https://www.handspeak.com/word/c/clothes.mp4,True,True,True,True
11313,train,clothes,11.0,94,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6566.mp4,True,True,True,True
11314,val,clothes,5.0,148,aslu,https://www.youtube.com/watch?v=06hMAkUdQgg,True,True,True,True
11315,val,clothes,5.0,220,aslu,https://www.youtube.com/watch?v=15czV0-SagI,True,True,True,True
11309,train,clothes,42.0,175,spreadthesign,https://media.spreadthesign.com/video/mp4/13/399310.mp4,True,True,True,True
11316,train,clothes,5.0,259,aslu,https://www.youtube.com/watch?v=mda48XkT9gQ,True,True,True,True
11317,train,clothes,72.0,241,aslpro,http://www.aslpro.com//main/c/clothes_boys.swf,True,True,True,True
11318,test,clothes,72.0,370,aslpro,http://www.aslpro.com//main/c/clothes_designer.swf,True,True,True,True
11319,val,clothes,72.0,280,aslpro,http://www.aslpro.com//main/c/clothes_fall.swf,True,True,True,True
11320,train,clothes,72.0,277,aslpro,http://www.aslpro.com//main/c/clothes_girls.swf,True,True,True,True
11321,train,clothes,49.0,355,aslpro,http://www.aslpro.com//main/c/clothes_irregular.swf,True,True,True,True
11322,train,clothes,72.0,262,aslpro,http://www.aslpro.com//main/c/clothes_mens.swf,True,True,True,True
11323,train,clothes,72.0,295,aslpro,http://www.aslpro.com//main/c/clothes_petite.swf,True,True,True,True
11324,train,clothes,72.0,268,aslpro,http://www.aslpro.com//main/c/clothes_plus_size.swf,True,True,True,True
11325,val,clothes,72.0,232,aslpro,http://www.aslpro.com//main/c/clothes_spring.swf,True,True,True,True
11326,train,clothes,72.0,235,aslpro,http://www.aslpro.com//main/c/clothes_summer.swf,True,True,True,True
63219,test,who,9.0,199,asl5200,https://www.youtube.com/watch?v=A5dihMAjeTE,True,True,True,True
69534,train,who,118.0,163,aslbrick,http://aslbricks.org/New/ASL-Videos/who.mp4,True,True,True,True
68890,train,who,115.0,163,lillybauer,https://www.youtube.com/watch?v=SQUHKsHMUiw,True,True,True,True
68183,train,who,111.0,133,valencia-asl,https://www.youtube.com/watch?v=Xx8ZjswBRLY,True,True,True,True
63239,train,who,5.0,253,aslu,https://www.youtube.com/watch?v=pBnGrdxhxHQ,True,True,True,True
63240,train,who,5.0,187,aslu,https://www.youtube.com/watch?v=_V31e361KV8,True,True,True,True
63241,train,who,87.0,196,aslpro,http://www.aslpro.com/main/w/who.swf,True,True,True,True
63242,train,who,12.0,223,aslsearch,http://www.aslsearch.com/signs/videos/who.mp4,True,True,True,True
63226,test,who,36.0,175,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/who.mp4,True,True,True,True
63227,train,who,6.0,97,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who%202-P20hHY3qUEQ.mp4,True,True,True,True
63228,train,who,6.0,106,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-rehp_kwiS-I.mp4,True,True,True,True
63229,val,who,4.0,148,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-wmIY6Yo-vp8.mp4,True,True,True,True
63230,val,who,46.0,160,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-xchfz0eTaP8.mp4,True,True,True,True
63231,train,who,13.0,238,asldeafined,https://media.asldeafined.com/vocabulary/1468928348.68.mp4,True,True,True,True
66778,train,who,88.0,181,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-1430.mp4,True,True,True,True
63232,train,who,59.0,397,asldeafined,https://media.asldeafined.com/vocabulary/1539176590.1089.mp4,True,True,True,True
63233,test,who,14.0,166,handspeak,https://www.handspeak.com/word/w/who.mp4,True,True,True,True
63234,val,who,20.0,175,handspeak,https://www.handspeak.com/word/w/who-old.mp4,True,True,True,True
66779,train,who,88.0,169,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-2236.mp4,True,True,True,True
66780,train,who,93.0,184,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/WH/WHO-2283.mp4,True,True,True,True
63225,train,who,42.0,283,spreadthesign,https://media.spreadthesign.com/video/mp4/13/51811.mp4,True,True,True,True
67066,train,who,109.0,124,asllex,https://youtu.be/gDkZ2Zn3Sjg,True,True,True,True
63236,train,who,11.0,118,signingsavvy,https://www.signingsavvy.com/signs/mp4/9/9019.mp4,True,True,True,True
63237,val,who,11.0,118,signingsavvy,https://www.signingsavvy.com/signs/mp4/9/9020.mp4,True,True,True,True
63238,train,who,80.0,169,nabboud,https://www.youtube.com/watch?v=dnDu1DxXWo4,True,True,True,True
08909,train,candy,9.0,139,asl5200,https://www.youtube.com/watch?v=PPmQd2zWdP0,True,True,True,True
68018,train,candy,109.0,262,valencia-asl,https://www.youtube.com/watch?v=LMQ4kaHPS48,True,True,True,True
70326,train,candy,121.0,379,northtexas,https://www.youtube.com/watch?v=pc0-gVEETVg,True,True,True,True
68790,train,candy,113.0,376,lillybauer,https://www.youtube.com/watch?v=PfobLrBH5G8,True,True,True,True
08928,train,candy,49.0,181,aslpro,http://www.aslpro.com/main/c/candy.swf,True,True,True,True
08929,val,candy,12.0,211,aslsearch,http://www.aslsearch.com/signs/videos/candy.mp4,True,True,True,True
08916,train,candy,36.0,226,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/candy.mp4,True,True,True,True
08917,train,candy,39.0,85,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing%202-dsVi-FR4eBg.mp4,True,True,True,True
08918,val,candy,39.0,82,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing-YX3NQ7iEwiE.mp4,True,True,True,True
08919,train,candy,4.0,223,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy-v1iNoQ1DZ7c.mp4,True,True,True,True
